FM;KD_JENIS_TRANSAKSI;FG_PENGGANTI;NOMOR_FAKTUR;MASA_PAJAK;TAHUN_PAJAK;TANGGAL_FAKTUR;NPWP;NAMA;ALAMAT_LENGKAP;JUMLAH_DPP;JUMLAH_PPN;JUMLAH_PPNBM;IS_CREDITABLE;FIELD_TAMBAHAN_1;FIELD_TAMBAHAN_2;FIELD_TAMBAHAN_3;FIELD_TAMBAHAN_4;FIELD_TAMBAHAN_5
FM;03;1;0021858788681;04;2018;04/04/2018;018135152613000;PT DERMAGA HARAPAN JAYA;JL TG PRIOK 29 BLOK A-8 PERAK UTARA SURABAYA;24675300;2467530;0;1;006;;;;
FM;03;0;0031869289962;04;2018;30/04/2018;744936618613000;PT BERKAH INDUSTRI MESIN ANGKAT;JL PERAK  BARAT NO 379 RT 002 RW 003 PERAK UTARA SURABAYA;232638560;23263856;0;1;006;;;;
FM;03;0;0031808269432;04;2018;30/04/2018;744936618613000;PT BERKAH INDUSTRI MESIN ANGKAT;JL PERAK  BARAT NO 379 RT 002 RW 003 PERAK UTARA SURABAYA;430410207;43041021;0;1;006;;;;
FM;03;0;0021849265476;04;2018;11/04/2018;029692712605000;PT BANDAR BUKIT BARISAN;GEDUNG PUSKOPAL ARMATIM LT.II BIMA 3 JL. IKAN DORANG NO 01, SURABAYA;111729378;11172938;0;1;006;;;;
FM;03;0;0021884347903;04;2018;19/04/2018;026070284619000;CV SARANA MULTI WIDYA;JL KALIJUDAN X/4 KALIJUDAN SURABAYA;15458400;1545840;0;0;006;;;;
FM;03;0;0021827820076;04;2018;09/04/2018;011085016631000;KOP KOPERASI PEGAWAI PT PELABUHAN INDONESIA III SURABAYA;JL PERAK TIMUR NO 426 RT 02 RW 03 PERAK UTARA SURABAYA;58192500;5819250;0;1;006;;;;
FM;03;0;0021835788688;04;2018;05/04/2018;033183310606000;CV KOE SAE JAYA;JL PUCANG ARJO 5 NO 9 RT 04 RW 005 KERTAJAYA SURABAYA;9500000;950000;0;1;006;;;;
FM;03;0;0011897402349;04;2018;03/04/2018;014692560609000;CV KARINA WAHYU JATI;JL BENDUL MERISI NO 157 JAGIR SURABAYA;87292000;8729200;0;1;006;;;;
FM;03;0;0021850363622;04;2018;03/04/2018;747213619612000;CV CAHYATRI ABADI;JL YOS SUDARSO BLOK IV NO 41 PULO PANCIKAN GRESIK;56726727;5672672;0;1;006;;;;
FM;01;0;0021880188658;04;2018;26/03/2018;015563554522000;KOP KARYPELABUHAN CILACAP BAHARI;JL. LAUT JAWA 1, TAMBAKREJA, CILACAP;400000;40000;0;1;006;;;;
FM;01;0;0021880188651;04;2018;16/03/2018;015563554522000;KOP KARYPELABUHAN CILACAP BAHARI;JL. LAUT JAWA 1, TAMBAKREJA, CILACAP;400000;40000;0;1;006;;;;
FM;01;0;0021880188653;04;2018;19/03/2018;015563554522000;KOP KARYPELABUHAN CILACAP BAHARI;JL. LAUT JAWA 1, TAMBAKREJA, CILACAP;400000;40000;0;1;006;;;;
FM;03;0;0031867898553;05;2018;31/05/2018;031507361503001;KJPP GUNTUR, EKI, ANDRI DAN REKAN;JL PAMULARSIH BARAT VII NO 1 RT 008 RW 009, KOTA SEMARANG;35000200;3500020;0;1;006;;;;
FM;03;0;0031864807656;05;2018;24/05/2018;018310698511000;KOP TENAGA KERJA BONGKAR MUAT PELABUHAN TANJUNG EMAS SEMARANG;JL. BORNEO NO 3, TANJUNGMAS, SEMARANG;504841892;50484189;0;1;006;;;;
FM;03;0;0021872170641;05;2018;08/05/2018;824558100504000;CV JASA MAHARDIKA PUTRA;RONGGOWARSITO RT 06 RW 10, TANJUNGMAS, KOTA SEMARANG;11620000;1162000;0;1;006;;;;
FM;03;0;0031864807635;05;2018;16/05/2018;018310698511000;KOP TENAGA KERJA BONGKAR MUAT PELABUHAN TANJUNG EMAS SEMARANG;JL. BORNEO NO 3, TANJUNGMAS, SEMARANG;373507294;37350729;0;1;006;;;;
FM;03;0;0031864807636;05;2018;16/05/2018;018310698511000;KOP TENAGA KERJA BONGKAR MUAT PELABUHAN TANJUNG EMAS SEMARANG;JL. BORNEO NO 3, TANJUNGMAS, SEMARANG;168974080;16897408;0;1;006;;;;
FM;03;0;0021844766174;05;2018;23/05/2018;027751320518000;CV TIGAJAYA ABADI;BERUANG DALAM TIMUR I/14 RT.001 RW.001 KALICARI, KOTA SEMARANG;25938668;2593866;0;1;006;;;;
FM;03;0;0021894001790;05;2018;08/05/2018;703312009503000;CV PRIMA SOLUSINDO;JL. KARONSIH TIMUR RAYA IV NO 186 RT 006 RW 005, KOTA SEMARANG;58598000;5859800;0;1;006;;;;
FM;03;0;0031869290051;05;2018;24/05/2018;744936618613000;PT BERKAH INDUSTRI MESIN ANGKAT;JL. PERAK BARAT NO 379 RT 002 RW 003, PERAK UTARA, SURABAYA;17311885;1731189;0;1;006;;;;
FM;03;0;0021817190498;05;2018;09/05/2018;210237988503000;CV MAULIDVA;JL. KORO RAYA NO. 31 PONDOK BERINGIN RT.001 RW.010, TAMBAKAJI;10150000;1015000;0;1;006;;;;
FM;03;0;0021808388251;05;2018;08/05/2018;017534264517000;CV PRIMA AGUNG;JL. CANDI LOSMEN RT.003 RW.009 KEL, KOTA SEMARANG;121000000;12100000;0;1;006;;;;
FM;03;0;0021839429513;05;2018;07/05/2018;667369920505000;CV MUTIARA CEMERLANG;PERUM PURI PAMENANG, JL. TENTARA PELAJAR BLOK A NO 12 RT 002 RW 004, GENUK, SEMARANG;9408000;940800;0;0;006;;;;
FM;03;0;0031849307552;05;2018;03/05/2018;022072854613000;PT PELINDO DAYA SEJAHTERA;PERAK TIMUR NO.610, PERAK UTARA, SURABAYA;45333333;4533333;0;0;006;;;;
FM;03;0;0021827928826;05;2018;22/05/2018;011091766631000;PT MARDIKA SARANA ENGINEERING;RAYA TENGGILIS MEJOYO NO 121 BLOK AA-1 KALIRUNGKUT SURABAYA;120000000;12000000;0;1;006;;;;
FM;03;0;0021858783882;05;2018;17/05/2018;741356851613000;PT CITRA SWASTIKA SARANA TALLINDO;JL PERAK TIMUR 512 BLOK D NO 4 RT 002 RW 003 PERAK UTARA SURABAYA;32660000;3266000;0;1;006;;;;
FM;03;0;0031883877619;05;2018;18/05/2018;762591535504000;PT BERKAH MULTI CARGO;JL PRAPAT KURUNG UTARA NO 58 RT 003 RW 010  SURABAYA;2929500;292950;0;1;006;;;;
FM;03;0;0021820080700;05;2018;08/05/2018;025865676604000;PT BANGUN KARYA PERKASA JAYA;PATTIMURA PLAZA SEGI DELAPAN C 851-852 SONOKWIJENAN SURABAYA;4836170909;483617091;0;1;006;;;;
FM;03;0;0031869290030;05;2018;22/05/2018;744936618613000;PT BERKAH INDUSTRI MESIN ANGKAT;JL PERAK  BARAT NO 379 RT 002 RW 003 PERAK UTARA SURABAYA;13494000;1349400;0;1;006;;;;
FM;03;0;0021849265478;05;2018;02/05/2018;029692712605000;PT BANDAR BUKIT BARISAN;GEDUNG PUSKOPAL ARMATIM LT.II BIMA 3 JL. IKAN DORANG NO 01, SURABAYA;60128790;6012879;0;1;006;;;;
FM;03;0;0021827820181;05;2018;24/05/2018;011085016631000;KOP KOPERASI PEGAWAI PT PELABUHAN INDONESIA III SURABAYA;JL PERAK TIMUR NO 426 RT 02 RW 03 PERAK UTARA SURABAYA;58192500;5819250;0;1;006;;;;
FM;03;0;0021827820155;05;2018;17/05/2018;011085016631000;KOP KOPERASI PEGAWAI PT PELABUHAN INDONESIA III SURABAYA;JL PERAK TIMUR NO 426 RT 02 RW 03 PERAK UTARA SURABAYA;39860000;3986000;0;0;006;;;;
FM;03;0;0021892863428;05;2018;07/05/2018;031557697643000;CV METHA JAYA TEKNIK;JL IKAN ARWANA A-23 PERUM TAMBAKREJO INDAH RT 001 RW 012 TAMBAKREJO SIDOARJO;34800000;3480000;0;1;006;;;;
FM;03;0;0021853638861;05;2018;14/05/2018;750041030642000;CV TALISINDO BERKAH;NGERING RT 001 RW 002 SUKOANYAR GRESIK;51000000;5100000;0;1;006;;;;
FM;07;0;0021842870740;05;2018;07/05/2018;032015174613000;PT PELINDO MARINE SERVICE;JL. PRAPAT KURUNG UTARA 58 RT 02, RW 03, PERAK UTARA, SURABAYA;3139986102;313998610;0;0;006;;;;
FM;01;0;0021880188667;05;2018;11/04/2018;015563554522000;KOP KARYPELABUHAN CILACAP BAHARI;JL. LAUT JAWA 1, TAMBAKREJA, CILACAP;400000;40000;0;1;006;;;;
FM;01;0;0021880188664;05;2018;05/04/2018;015563554522000;KOP KARYPELABUHAN CILACAP BAHARI;JL. LAUT JAWA 1, TAMBAKREJA, CILACAP;400000;40000;0;1;006;;;;
FM;01;0;0021812534241;05;2018;07/04/2018;765507652515000;CV CAHAYA INTI TEKNOLOGI;JL. PERKUTUT NO. 05 RT 09 RW 05, BATUR SARI, DEMAK;2250000;225000;0;1;006;;;;
FM;01;0;0021880188676;05;2018;02/05/2018;015563554522000;KOP KARYPELABUHAN CILACAP BAHARI;JL. LAUT JAWA 1, TAMBAKREJA, CILACAP;2351750;235175;0;0;006;;;;
FM;03;0;0021845687049;05;2018;04/05/2018;748680337522000;CV SUMBER TIRTA ABADI;JL. BROMO RUKO NO.4 RT 08 RW 09, SIDAKAYA, CILACAP;56016920;5601692;0;1;006;;;;
FM;03;0;0021859390626;05;2018;17/05/2018;021585096522000;PT RISMA PUTRI MANDIRI;JL. NIAGA, TAMBAKREJA, CILACAP;54137952;5413795;0;1;006;;;;
FM;03;0;0021839731598;05;2018;11/05/2018;316565373522000;KOP TENAGA KERJA BONGKAR MUAT PELABUHAN CILACAP;JL. SELAT MADURA NO.53, TAMBAKREJA, CILACAP;130532990;13053299;0;1;006;;;;
FM;03;1;0021823295239;05;2018;31/05/2018;021583034522000;CV ARKEYNO;JL. SIRKAYA NO. 6, TAMBAKREJA, CILACAP;6435000;643500;0;0;006;;;;
FM;03;0;0031869289993;05;2018;07/05/2018;744936618613000;PT BERKAH INDUSTRI MESIN ANGKAT;JL. PERAK BARAT NO. 379 RT 02 RW 03, PERAK UTARA, SURABAYA;10294900;1029490;0;1;006;;;;
FM;03;0;0031853466073;05;2018;21/05/2018;021578430522000;CV ARINDO JAYA;JL. KAUMAN NO. 29 RUKO NO. 5, TEGALRAJA, CILACAP;232540956;23254095;0;1;006;;;;
FM;01;1;0011833268858;05;2018;24/05/2018;030771554518000;CV TEGUH JAYA;BRIGJEN SUDIARTO 295 RT 003 RW 005 GEMAH, KOTA SEMARANG;3620000;362000;0;1;006;;;;
FM;01;0;0021845700965;05;2018;23/04/2018;816651905518000;CV PETRA TEKNIK SEJAHTERA;JL TAMBAKAN RT 001 RW 007 KOTA SEMARANG;5150000;515000;0;1;006;;;;
FM;01;0;0031800498290;05;2018;10/04/2018;018310698511000;KOP TENAGA KERJA BONGKAR MUAT PELABUHAN TANJUNG EMAS SEMARANG;JL BORNEO NO 3 TANJUNGMAS SEMARANG;5308991;530899;0;1;006;;;;
FM;01;0;0011889012650;05;2018;05/03/2018;018310698511000;KOP TENAGA KERJA BONGKAR MUAT PELABUHAN TANJUNG EMAS SEMARANG;JL BORNEO NO 3 TANJUNGMAS SEMARANG;3954474;395447;0;1;006;;;;
FM;01;0;0021813068076;05;2018;09/04/2018;024050767511000;PT SAMUDERA PERDANA SELARAS;SEMARANG INDAH BLOK D.XI NO 2A TAWANG MAS SEMARANG;3910000;391000;0;1;006;;;;
FM;01;0;0031808269355;05;2018;03/04/2018;744936618613000;PT BERKAH INDUSTRI MESIN ANGKAT;JL PERAK BARAT NO 379 RT 2 RW 3 PERAK UTARA SURABAYA;7700000;770000;0;1;006;;;;
FM;01;0;0021853738966;05;2018;19/04/2018;011489663504000;KOP PRIMKOPPEL;JL. COASTER NO. 10 PERUM PELABUHAN III, TANJUNGMAS, KOTA SEMARANG;5895499;589550;0;1;006;;;;
FM;01;0;0011814903229;05;2018;26/03/2018;011329059092000;PT AKR CORPORINDO TBK;JL PANJANG NO 5 KEBUN JERUK DKI JAKARTA;4870000;487000;0;1;006;;;;
FM;01;1;0011808036597;05;2018;23/04/2018;013027875092000;PT ALTRAK 1978;JL RC VETERAN NO 4 BINTARO PESANGGRAHAN JAKARTA SELATAN;1600000;160000;0;1;006;;;;
FM;03;0;0031849307564;05;2018;07/05/2018;022072854613000;PT PELINDO DAYA SEJAHTERA;PERAK TIMUR NO.610, PERAK UTARA, SURABAYA;49027400;4902740;0;0;006;;;;
FM;03;0;0021800881425;05;2018;03/05/2018;012532685503000;CV TEKUN KARYA;JL. SUBALI III/12 RT 001 RW 003 KRAPYAK, KOTA SEMARANG;10043500;1004350;0;1;006;;;;
FM;03;0;0031849307555;05;2018;04/05/2018;022072854613000;PT PELINDO DAYA SEJAHTERA;PERAK TIMUR NO.610, PERAK UTARA, SURABAYA;295000000;29500000;0;1;006;;;;
FM;03;1;0031809176490;05;2018;22/05/2018;010016640051000;PT PERTAMINA (PERSERO);JL MEDAN MERDEKA TIMUR NO 1A JAKARTA 10110;824232657;82423266;0;1;006;;;;
FM;01;0;0021827819840;05;2018;03/05/2018;011085016631000;KOP KOPERASI PEGAWAI PT PELABUHAN INDONESIA III SURABAYA;JL PERAK TIMUR NO 426 RT 2/3 PERAK UTARA SURABAYA;7500000;750000;0;0;006;;;;
FM;01;0;0021873929714;05;2018;09/05/2018;019792704631000;PT GROGOL SARANA TRANSJAYA;JL TANJUNG PRIOK INDAH PERMAI 29/F-6 PERAK BARAT SURABAYA;2320500;232050;0;1;006;;;;
FM;01;0;0031889616495;05;2018;11/05/2018;029692712605000;PT BANDAR BUKIT BARISAN;GEDUNG PUSKOPAL ARMATIM LT.II BIMA 3 JL. IKAN DORANG NO 01, SURABAYA;3963801;396380;0;1;006;;;;
FM;03;0;0031882126277;05;2018;07/05/2018;747213619612000;CV CAHYATRI ABADI;JL YOS SUDARSO BLOK IV NO 41 PULO PANCIKAN GRESIK;56726727;5672672;0;1;006;;;;
FM;03;0;0031806438244;05;2018;02/05/2018;710473794613000;PT BINTANG ALAM SENTOSA;JL PERAK TIMUR NO 112 RT 001 RW 005 KOTA SURABAYA;7800000;780000;0;1;006;;;;
FM;03;1;0021892863420;05;2018;17/05/2018;031557697643000;CV METHA JAYA TEKNIK;JL IKAN ARWANA A-23 PERUM TAMBAKREJO INDAH RT 001 RW 012 TAMBAKREJO SIDOARJO;173700000;17370000;0;1;006;;;;
FM;03;1;0021853673993;05;2018;14/05/2018;061377958614000;SEGER ARIFIN;JL PURWODADI UTARA NO 20 RT 002 RW 004 BUBUTAN SURABAYA;12500000;1250000;0;0;006;;;;
FM;03;0;0021841702912;05;2018;09/05/2018;015105927615000;CV RAYA TUNGGAL;JL PENJARINGAN ASRI PS I.E NO 3 PENJARINGAN SARI SURABAYA;68459000;6845900;0;1;006;;;;
FM;03;0;0021872905544;05;2018;31/05/2018;663215069093000;PT TERMINAL TELUK LAMONG;JL RAYA TAMBAK OSOWILANGON KM 12 RT/RW 000/000 SURABAYA;6915671903;691567190;0;1;006;;;;
FM;03;0;0021872905511;05;2018;31/05/2018;663215069093000;PT TERMINAL TELUK LAMONG;JL RAYA TAMBAK OSOWILANGON KM 12 RT/RW 000/000 SURABAYA;5107141224;510714122;0;1;006;;;;
FM;03;0;0021852426188;05;2018;07/05/2018;022078208615000;PT TRISAKTI CIPTA NUSANTARA;JL TENGGILIS MEJOYO BLOK AA-2 RT 008 RW 004 KALIRUNGKUT SURABAYA;433135045;43313504;0;1;006;;;;
FM;03;0;0031847824485;05;2018;07/05/2018;018795534631000;PT USAHA ERA PRATAMA NUSANTARA;JL PRAPAT KURUNG UTARA NO 48 PERAK UTARA SURABAYA;76537795;7653779;0;1;006;;;;
FM;03;0;0031834211827;05;2018;03/05/2018;011488137631000;PT SINAR MALUKU SHIPPING LINE( SINMA LINES );JL PERAK BARAT NO 245 PERAK UTARA SURABAYA;101004033;10100403;0;1;006;;;;
FM;03;0;0021844210397;05;2018;02/05/2018;022091193618000;PT TIGA MACAN;WATERPLACE RESIDENCE RUKO A-2 JL PAKUWON INDAH LONTAR TIMUR NO 3-5 SURABAYA;500000000;50000000;0;1;006;;;;
FM;03;0;0021844469660;05;2018;02/05/2018;014973838631000;PT PUTRA NEGARA;JL NIAS NO 144 NGAGEL SURABAYA;3440000000;344000000;0;1;006;;;;
FM;03;0;0021873929726;05;2018;03/05/2018;019792704631000;PT GROGOL SARANA TRANSJAYA;JL TANJUNG PRIOK INDAH PERMAI 29/F-6 PERAK BARAT SURABAYA;38688000;3868800;0;1;006;;;;
FM;03;0;0021854347035;03;2018;01/03/2018;744936618613000;PT BERKAH INDUSTRI MESIN ANGKAT;JL PERAK BARAT NO 379 RT 002 RW 003, PERAK UTARA, SURABAYA;14017782;1401778;0;1;006;;;;
FM;01;0;0021859373657;03;2018;01/03/2018;022684229627000;CV FARLY SERVICE;JL LINGKAR KETAPANG NO 1 BANYUWANGI;1900000;190000;0;1;006;;;;
FM;03;0;0201797492208;03;2018;18/12/2017;032015174613000;PT PELINDO MARINE SERVICE;PRAPAT KURUNG UTARA 58 RT 2/3 PERAK UTARA SURABAYA;1254845335;125484534;0;0;006;;;;
FM;03;0;0021899963387;03;2018;19/03/2018;014678148625000;KOP KARYAWAN PEGAWAI PELINDO III PROB;JL TANJUNG TEMBAGA TIMUR NO 10 MAYANGAN KOTA PROBOLINGGO;13279612;1327961;0;1;006;;;;
FM;03;0;0021848597834;03;2018;01/03/2018;022072854613000;PT PELINDO DAYA SEJAHTERA;JL PERAK TIMUR NO 610 PERAK UTARA SURABAYA;43000000;4300000;0;1;006;;;;
FM;01;0;0021842007019;03;2018;09/02/2018;019793678613000;PT PERUSAHAAN BONGKAR MUAT KARYA PUTRA TUNGGAL;JL PRAPAT KURUNG POJOK NO 10 PERAK UTARA SURABAYA;1045000;104500;0;1;006;;;;
FM;01;0;0001832769426;03;2018;02/02/2018;025963521643000;CV RADJA;JL MAKMUR NO 19 A RT 007 RW 004 BETRO SIDOARJO;3400000;340000;0;0;006;;;;
FM;03;0;0011893950037;03;2018;03/01/2018;017557042038000;PT VEKTORDAYA MEKATRIKA;JL CITARUM NO 9 RT 002 RW 01 JAKARTA PUSAT;13500000;1350000;0;1;006;;;;
FM;03;0;0001894381122;03;2018;05/03/2018;017461070073000;PT WAHANA CIPTASINATRIA;DELTA BUILDING BLOK A 4-9 JL SURYOPRANOTO NO 1-9 PETOJO SELATAN JAKARTA PUSAT;1203836729;120383673;0;1;006;;;;
FM;03;0;0001872219483;03;2018;29/03/2018;012698056092000;PT WILMAR NABATI INDONESIA;GEDUNG B & G LANTAI 9 JALAN PUTRI HIJAU NO 10 KESAWAN MEDAN;421020495;42102050;0;0;006;;;;
FM;03;0;0011899519265;03;2018;01/03/2018;667441505604000;PT TALIMAS BAJA MANDIRI;KOMPLEK PERGUDANGAN OSOWILANGUN PERMAI BLOK C-11 RT 002 RW 004 SURABAYA;1429600000;142960000;0;1;006;;;;
FM;03;0;0021838203792;03;2018;06/03/2018;015107840609000;PT SYAFI`IE NASIONAL UTAMA;JL BENDUL MERISI UTARA NO 34-36 BENDUL MERISI SURABAYA;295000000;29500000;0;0;006;;;;
FM;03;0;0011891025005;03;2018;02/03/2018;014410930605000;PT SURABAYA EXPRESS;JL TANJUNG PRIOK 11 W PERAK BARAT SURABAYA;141347700;14134770;0;1;006;;;;
FM;03;0;0011891025036;03;2018;20/03/2018;014410930605000;PT SURABAYA EXPRESS;JL TANJUNG PRIOK 11 W PERAK BARAT SURABAYA;202718100;20271810;0;1;006;;;;
FM;03;0;0021805551228;03;2018;05/03/2018;016105801611000;PT SCOMPTEC EDUKOM PERSADA;JL KAYOON 24 EMBONG KALIASIN SURABAYA;34500000;3450000;0;1;006;;;;
FM;03;0;0021848597841;03;2018;01/03/2018;022072854613000;PT PELINDO DAYA SEJAHTERA;PERAK TIMUR NO 610 PERAK UTARA SURABAYA;921529000;92152900;0;1;006;;;;
FM;03;0;0021848597838;03;2018;01/03/2018;022072854613000;PT PELINDO DAYA SEJAHTERA;PERAK TIMUR NO 610 PERAK UTARA SURABAYA;921529000;92152900;0;1;006;;;;
FM;03;0;0021882136778;03;2018;10/03/2018;713720407613000;PT PELINDO ENERGI LOGISTIK;JL PRAPAT KURUNG UTARA NO 58 RT 002 RW 003  SURABAYA;243456240;24345624;0;1;006;;;;
FM;03;0;0021817539264;03;2018;06/03/2018;026329771605000;PT JASA TALLY INDONESIA;JL. LAKSDA M. NATSIR NO.29/A-B, PERAK BARAT, SURABAYA;296380080;29638008;0;1;006;;;;
FM;03;0;0021833294658;03;2018;16/03/2018;018621854062000;PT EMITRACO INVESTAMA MANDIRI;RUKO ENGGANO MEGAH 7L-M-N JALAN RAYA ENGGANO RT 000 RW 000 JAKARTA UTARA;331859304;33185930;0;1;006;;;;
FM;03;0;0011832928976;03;2018;14/03/2018;022081004614000;PT DIRGANTARA SURYA PERSADA;TAMBAK LANGON INDAH, KOMP PERGUDANGAN MUTIARA 24 TAMBAK LANGON SURABAYA;30150000;3015000;0;1;006;;;;
FM;03;0;0021873929524;03;2018;01/03/2018;019792704631000;PT GROGOL SARANA TRANSJAYA;JL TANJUNG PRIOK INDAH PERMAI 29/F-6 PERAK BARAT SURABAYA;16302000;1630200;0;1;006;;;;
FM;03;1;0021818386748;03;2018;07/03/2018;726453947603000;PT CIPTA ARTHA GEMILANG;PERUM SURYA ASRI 2 BLOK D1 NO 7 RT 003 RW 011 JUMPUTREJO SIDOARJO;405885000;40588500;0;1;006;;;;
FM;03;0;0021851449098;03;2018;12/03/2018;762591535504000;PT BERKAH MULTI CARGO;JL PRAPAT KURUNG UTARA NO 58 RT 003 RW 010  SURABAYA;217410500;21741050;0;1;006;;;;
FM;03;0;0021851449099;03;2018;12/03/2018;762591535504000;PT BERKAH MULTI CARGO;JL PRAPAT KURUNG UTARA NO 58 RT 003 RW 010  SURABAYA;505258000;50525800;0;1;006;;;;
FM;03;0;0031808269354;03;2018;29/03/2018;744936618613000;PT BERKAH INDUSTRI MESIN ANGKAT;JL PERAK  BARAT NO 379 RT 002 RW 003 PERAK UTARA SURABAYA;231255000;23125500;0;1;006;;;;
FM;03;0;0021849265470;03;2018;15/03/2018;029692712605000;PT BANDAR BUKIT BARISAN;GEDUNG PUSKOPAL ARMATIM LT.II BIMA 3 JL. IKAN DORANG NO 01, SURABAYA;99083571;9908357;0;1;006;;;;
FM;03;0;0021849265469;03;2018;13/03/2018;029692712605000;PT BANDAR BUKIT BARISAN;GEDUNG PUSKOPAL ARMATIM LT.II BIMA 3 JL. IKAN DORANG NO 01, SURABAYA;58708739;5870874;0;1;006;;;;
FM;03;0;0021849265458;03;2018;14/03/2018;029692712605000;PT BANDAR BUKIT BARISAN;GEDUNG PUSKOPAL ARMATIM LT.II BIMA 3 JL. IKAN DORANG NO 01, SURABAYA;46942542;4694254;0;1;006;;;;
FM;03;0;0021827820026;03;2018;22/03/2018;011085016631000;KOP KOPERASI PEGAWAI PT PELABUHAN INDONESIA III SURABAYA;JL PERAK TIMUR NO 426 RT 02 RW 03 PERAK UTARA SURABAYA;1996000000;199600000;0;1;006;;;;
FM;03;0;0021827819942;03;2018;02/03/2018;011085016631000;KOP KOPERASI PEGAWAI PT PELABUHAN INDONESIA III SURABAYA;JL PERAK TIMUR NO 426 RT 02 RW 03 PERAK UTARA SURABAYA;84480000;8448000;0;0;006;;;;
FM;03;0;0021827819941;03;2018;02/03/2018;011085016631000;KOP KOPERASI PEGAWAI PT PELABUHAN INDONESIA III SURABAYA;JL PERAK TIMUR NO 426 RT 02 RW 03 PERAK UTARA SURABAYA;78200000;7820000;0;0;006;;;;
FM;03;1;0171768033162;03;2018;20/03/2018;026070284619000;CV SARANA MULTI WIDYA;JL KALIJUDAN X/4, KALIJUDAN SURABAYA;15458400;1545840;0;0;006;;;;
FM;03;0;0021894003431;03;2018;12/03/2018;020918918605000;CV MITRA USAHA;JL BABADAN RUKUN III/1 DUPAK SURABAYA;53980000;5398000;0;1;006;;;;
FM;03;0;0021852907627;03;2018;22/03/2018;805712536619000;CV DAYU UTAMA;BOGEN BLOK 2 NO 29 PLOSO KOTA SURABAYA;215865000;21586500;0;1;006;;;;
FM;07;0;0021842870629;03;2018;02/03/2018;032015174613000;PT PELINDO MARINE SERVICE;PRAPAT KURUNG UTARA SURABAYA;3070348199;307034820;0;0;006;;;;
FM;01;0;0011824077587;03;2018;20/01/2018;011066800511000;PT NASMOCO;JL. KALIGAWE KM.5, GENUK, SEMARANG;676972;67697;0;1;006;;;;
FM;01;0;0011824076650;03;2018;03/01/2018;011066800511000;PT NASMOCO;JL. KALIGAWE KM.5, GENUK, SEMARANG;1302291;130228;0;1;006;;;;
FM;01;0;0021842901082;03;2018;20/02/2018;015563554522000;KOP KARYPELABUHAN CILACAP BAHARI;JL. LAUT JAWA 1, TAMBAKREJA, CILACAP;400000;40000;0;0;006;;;;
FM;01;0;0021832738354;03;2018;08/03/2018;029845922522000;CV AMPERA 66;JL. PERWIRA NO. 29 RT 02 RW 01, SIDANEGARA, CILACAP;5143500;514350;0;1;006;;;;
FM;01;0;0021880188646;03;2018;06/03/2018;015563554522000;KOP KARYPELABUHAN CILACAP BAHARI;JL. LAUT JAWA 1, TAMBAKREJA, CILACAP;5330000;533000;0;0;006;;;;
FM;01;0;0021842901081;03;2018;20/02/2018;015563554522000;KOP KARYPELABUHAN CILACAP BAHARI;JL. LAUT JAWA 1, TAMBAKREJA, CILACAP;400000;40000;0;0;006;;;;
FM;03;0;0021859390611;03;2018;05/03/2018;021585096522000;PT RISMA PUTRI MANDIRI;JL. NIAGA, TAMBAKREJA, CILACAP;53753040;5375304;0;1;006;;;;
FM;03;0;0031806534467;03;2018;20/03/2018;826401689522000;CV NENI MANDIRI;JL. RAMBUTAN RT 04 RW 06, WLAHAR, CILACAP;80000000;8000000;0;1;006;;;;
FM;03;1;0021842901077;03;2018;01/03/2018;015563554522000;KOP KARYPELABUHAN CILACAP BAHARI;JL. LAUT JAWA 1, TAMBAKREJA, CILACAP;13054000;1305400;0;1;006;;;;
FM;03;0;0021839731577;03;2018;24/03/2018;316565373522000;KOP TENAGA KERJA BONGKAR MUAT PELABUHAN CILACAP;JL. SELAT MADURA NO.53, TAMBAKREJA, CILACAP;141968246;14196824;0;1;006;;;;
FM;03;0;0021839731579;03;2018;28/03/2018;316565373522000;KOP TENAGA KERJA BONGKAR MUAT PELABUHAN CILACAP;JL. SELAT MADURA NO.53, TAMBAKREJA, CILACAP;24211355;2421135;0;1;006;;;;
FM;03;0;0021839731573;03;2018;14/03/2018;316565373522000;KOP TENAGA KERJA BONGKAR MUAT PELABUHAN CILACAP;JL. SELAT MADURA NO.53, TAMBAKREJA, CILACAP;22746000;2274600;0;1;006;;;;
FM;03;0;0021844736800;03;2018;21/03/2018;021578430522000;CV ARINDO JAYA;JL. KAUMAN NO. 29 RUKO NO. 5, TEGALRAJA, CILACAP;218463996;21846399;0;1;006;;;;
FM;03;0;0021844736798;03;2018;19/03/2018;021578430522000;CV ARINDO JAYA;JL. KAUMAN NO. 29 RUKO NO. 5, TEGALRAJA, CILACAP;179759530;17975953;0;1;006;;;;
FM;01;0;0011814885610;03;2018;24/01/2018;011329059092000;PT AKR CORPORINDO TBK;JL PANJANG NO 5 KEBUN JERUK DKI JAKARTA;815000;81500;0;1;006;;;;
FM;03;0;0021844736786;03;2018;05/03/2018;021578430522000;CV ARINDO JAYA;JL. KAUMAN NO. 29 RUKO NO. 5, TEGALRAJA, CILACAP;168968237;16896823;0;1;006;;;;
FM;01;0;0021872170638;03;2018;14/02/2018;824558100504000;CV JASA MAHARDIKA PUTRA;RONGGOWARSITO RT 6 RW 10 TANJUNG MAS KOTA SEMARANG;1025000;102500;0;1;006;;;;
