FM;KD_JENIS_TRANSAKSI;FG_PENGGANTI;NOMOR_FAKTUR;MASA_PAJAK;TAHUN_PAJAK;TANGGAL_FAKTUR;NPWP;NAMA;ALAMAT_LENGKAP;JUMLAH_DPP;JUMLAH_PPN;JUMLAH_PPNBM;IS_CREDITABLE;FIELD_TAMBAHAN_1;FIELD_TAMBAHAN_2;FIELD_TAMBAHAN_3;FIELD_TAMBAHAN_4;FIELD_TAMBAHAN_5
FM;03;1;0021880905303;06;2018;04/06/2018;010031789042000;PT PERUSAHAAN PELAYARAN NUSANTARA PANURJWAN;JL YOS SUDARSO MEGAH NO 1 BLK B-15, KEBON BAWABG, JAKARTA UTARA;97855223;9785522;0;1;006;;;;
FM;01;0;0031839445165;06;2018;26/06/2018;018149245731000;KOP KOPERASI KARYAWAN ADHI LADYA;JL BARITO HILIR NO 06 TELAGA BIRU, BANJARMASIN;2700000;270000;0;1;006;;;;
FM;03;1;0031869290115;06;2018;28/06/2018;744936618613000;PT BERKAH INDUSTRI MESIN ANGKAT;JL. PERAK BARAT NO 379 RT 002 RW 00, PERAK UTARA, SURABAYA;64260500;6426050;0;1;006;;;;
FM;01;0;0011823459609;06;2018;30/04/2018;011082021631000;MERATUS LINE PT;JL. ALUN ALUN PRIOK NO. 27 PERAK BARAT SURABAYA;544000;54400;0;1;006;;;;
FM;01;0;0011823459607;06;2018;30/04/2018;011082021631000;MERATUS LINE PT;JL. ALUN ALUN PRIOK NO. 27 PERAK BARAT SURABAYA;850000;85000;0;1;006;;;;
FM;03;0;0021870850772;06;2018;05/06/2018;753468941906000;ARTA JAYA TEKNIK;BR BHINNEKA NUSA KANGIN BLOK JJ NO. 94 DALUNG BADUNG;20550000;2055000;0;1;006;;;;
FM;03;0;0021807750579;06;2018;04/06/2018;015885072441000;PT ATRYA SWASCIPTA RAKAYASA;JL PAHLAWAN NO. 95 RT 1 RW 7 BANDUNG;51618700;5161870;0;1;006;;;;
FM;03;1;0021878551780;06;2018;05/06/2018;016252066902000;CV.DWITYA PARAMITHA;JL PULAU NATUNA BULELENG BALI;72000000;7200000;0;1;006;;;;
FM;03;0;0031849307626;06;2018;04/06/2018;022072854613000;PT PELINDO DAYA SEJAHTERA;PERAK TIMUR 610 SURABAYA;53728167;5372817;0;1;006;;;;
FM;03;0;0031848342899;06;2018;28/06/2018;015686355641000;PT GRESIK JASATAMA;JL RE MARTADINATA GRESIK;205244513;20524451;0;1;006;;;;
FM;03;0;0031848342893;06;2018;28/06/2018;015686355641000;PT GRESIK JASATAMA;JL RE MARTADINATA GRESIK;14905565;1490556;0;1;006;;;;
FM;03;0;0031848342890;06;2018;28/06/2018;015686355641000;PT GRESIK JASATAMA;JL RE MARTADINATA GRESIK;197983520;19798352;0;1;006;;;;
FM;03;0;0031894397899;06;2018;04/06/2018;010016152093000;PT WIJAYA KARYA (PERSERO), TBK;JL DI PANJAITAN KAV 9-10 JAKARTA TIMUR;95264920495;9526492049;0;1;006;;;;
FM;01;0;0021835790319;06;2018;30/05/2018;317624781643000;CV IRZAH;JL PAHLAWAN I/14 RT. 003 RW. 009, SIDOARJO;1250000;125000;0;1;006;;;;
FM;03;0;0011854204644;06;2018;07/06/2018;031259641631000;PT JAWA POS KORAN;GEDUNG GRAHA PENA LT 4-5 JL. A YANI NO 88 KETINTANG SURABAYA;144750000;14475000;0;1;006;;;;
FM;03;0;0011850835429;06;2018;11/06/2018;017851395073000;PT TEMPO INTI MEDIA HARIAN;JL PALMERAH BARAT NO 08 RT 003 RW 005 GROGOL UTARA JAKARTA SELATAN;36363636;3636364;0;1;006;;;;
FM;03;0;0021830261131;06;2018;04/06/2018;764966263067000;PERSERIKATAN PERDATA WILLIAM HENDRIK ESTHER;GD PALMA ONE LT 3 SUITE 308 JL HR RASUNA SAID KAV X-2 NO 4 KUNINGAN TIMUR JAKARTA;150000000;15000000;0;1;006;;;;
FM;03;0;0001810788415;06;2018;08/06/2018;018283713013000;PT WAHANA EKONOMI SEMESTA;JL RAYA KEBAYORAN LAMA NO 12 RT 001 RW 001 JAKARTA SELATAN;18181818;1818182;0;1;006;;;;
FM;03;0;0011849004276;06;2018;08/06/2018;013877964073000;PT JURNALINDO AKSARA GRAFIKA;WISMA BISNIN INDONESIA LT.5 JL. KH MAS MANSYUR 12 A KARET TENGSIN JAKARTA PUSAT;37050000;3705000;0;1;006;;;;
FM;03;0;0021860920920;06;2018;08/06/2018;802440321453000;PT PRIMA MANDIRI KOMUNIKASI;JL. JOMBANG RAYA RUKO EMERALD BOULEVARD OFFICE PARK BLOK AA2 NO 52 LT.3 RT 001 RW;17700000;1770000;0;1;006;;;;
FM;03;0;0031869290112;06;2018;21/06/2018;744936618613000;PT BERKAH INDUSTRI MESIN ANGKAT;JL. PERAK BARAT NO 379 RT 002 RW 003, PERAK UTARA , SURABAYA;17957740;1795774;0;1;006;;;;
FM;07;0;0021842870772;06;2018;06/06/2018;032015174613000;PT PELINDO MARINE SERVICE;PRAPAT KURUNG UTARA SURABAYA;3364867754;336486775;0;0;006;;;;
FM;03;0;0041831234274;06;2018;06/06/2018;728613811734000;PT PANCA USAHA JAYA ABADI;JL. PADAT KARYA NO 12 RT 020 RW 001, SEMAYAP , KOTA BARU;32000000;3200000;0;1;006;;;;
FM;03;1;0021856774204;06;2018;26/06/2018;766017446713000;CV ARYA NATA;Jalan HM Taher RT 016, Kumai Hilir, Kabupaten Kotawaringin Barat;24000000;2400000;0;1;006;;;;
FM;03;0;0021822510718;06;2018;24/06/2018;017039611503000;CV ARIFA PERSADA;JL PERUM BPI BLOK N.14 NGALIYAN KOTA SEMARANG;3030000;303000;0;1;006;;;;
FM;03;0;0021822510717;06;2018;24/06/2018;017039611503000;CV ARIFA PERSADA;JL PERUM BPI BLOK N.14 NGALIYAN KOTA SEMARANG;9685000;968500;0;1;006;;;;
FM;03;0;0031861717482;06;2018;26/06/2018;027736248517000;PT HARTA VERA LLOYD;JL BUKIT RAYA NO 59 NGESREP SEMARANG;10053767;1005376;0;1;006;;;;
FM;03;0;0021803852199;06;2018;04/06/2018;012878666503000;CV CITRA KARYA BERSAMA;JL PURI ANJASMORO BLOK B.5 NO 19 TAWANG MAS KOTA SEMARANG;46500000;4650000;0;1;006;;;;
FM;03;0;0021859038297;06;2018;25/06/2018;711503508508000;CV DINAR MITRAGUNA;JL PISANG RT 005 RW 003 LAMPER TENGAH KOTA SEMARANG;3595100;359510;0;1;006;;;;
FM;03;0;0021845700967;06;2018;05/06/2018;816651905518000;CV PETRA TEKNIK SEJAHTERA;JL TAMBAKAN RT 01 RW 07 KOTA SEMARANG;13600000;1360000;0;1;006;;;;
FM;03;0;0021877982131;06;2018;04/06/2018;804279131513000;PT SULTHON TITIAN PERKASA;SUDIPAYUNG RT 03 RW 01 SUDIPAYUNG KAB KENDAL;25497000;2549700;0;1;006;;;;
FM;01;0;0031829707788;06;2018;17/05/2018;011066800511000;NASMOCO;JL. KALIGAWE KM.5, GENUK, SEMARANG;660591;66059;0;1;006;;;;
FM;01;0;0011822052096;06;2018;09/03/2018;025683442015000;INDOCARE PACIFIC;JL. DR. SAHARJO NO. 45 BLOK A NO. 55 GD. INFIA PARK, MANGGARAI, JAKARTA SELATAN;1695000;169500;0;0;006;;;;
FM;03;0;0021876897531;06;2018;04/06/2018;762446417522000;PANEN JAYA;JL. POS RONDA NO. 23 RT 02 RW 01, DONAN, CILACAP;41138022;4113802;0;0;006;;;;
FM;03;1;0021883228789;06;2018;07/06/2018;030031140522000;PRIMA KARYA BERCAHAYA;PERUM RINENGGO ASRI V A2/25 RT 06 RW 18, GUMILIR, CILACAP;21000000;2100000;0;1;006;;;;
FM;03;0;0041832906419;06;2018;21/06/2018;316565373522000;KOPERASI TENAGA KERJA BONGKAR MUAT PELABUHAN CILACAP;JL. SELAT MADURA NO.53, TAMBAKREJA, CILACAP;119587792;11958779;0;1;006;;;;
FM;03;0;0041832906421;06;2018;20/06/2018;316565373522000;KOPERASI TENAGA KERJA BONGKAR MUAT PELABUHAN CILACAP;JL. SELAT MADURA NO.53, TAMBAKREJA, CILACAP;41656926;4165692;0;1;006;;;;
FM;03;0;0011807281982;06;2018;22/06/2018;016732620631000;KENCANA ALAM PUTRA;JL. KLAMPIS ANOM NO.17/D-4, KLAMPIS NGASEM, SURABAYA;43050000;4305000;0;1;006;;;;
FM;03;0;0041832906416;06;2018;09/06/2018;316565373522000;KOPERASI TENAGA KERJA BONGKAR MUAT PELABUHAN CILACAP;JL. SELAT MADURA NO.53, TAMBAKREJA, CILACAP;131480476;13148047;0;1;006;;;;
FM;03;0;0021872166963;06;2018;25/06/2018;755477510522000;KON JAYA INDONESIA;JL. DR SUTOMO RUKO BLOK D, CILACAP;241300000;24130000;0;1;006;;;;
FM;03;0;0021823295240;06;2018;04/06/2018;021583034522000;ARKEYNO;JL. SIRKAYA NO.6, TAMBAKREJA, CILACAP;40844000;4084400;0;1;006;;;;
FM;03;0;0031853466102;06;2018;25/06/2018;021578430522000;ARINDO JAYA;JL. KAUMAN NO. 29 RUKO NO. 5, TEGALRAJA, CILACAP;189512266;18951226;0;1;006;;;;
FM;03;0;0031853466106;06;2018;25/06/2018;021578430522000;ARINDO JAYA;JL. KAUMAN NO. 29 RUKO NO. 5, TEGALRAJA, CILACAP;213042384;21304238;0;1;006;;;;
FM;01;0;0031802712702;06;2018;31/05/2018;313334211043000;PT FLEXINDO MANDIRI UTAMA;JL GADING KIRANA UTARA BLOK E-10 NO 29 KELAPA GADING BARAT, JAKARTA UTARA;4173748;417374;0;1;006;;;;
FM;03;0;0021872905587;06;2018;30/06/2018;663215069093000;PT TERMINAL TELUK LAMONG;JL RAYA TAMBAK OSOWILANGON KM 12 RT/RW 000/000 SURABAYA;9096989330;909698933;0;1;006;;;;
FM;03;0;0021811851304;06;2018;06/06/2018;029937331615000;PT PRIMA JASA LOGISTIK;TENGGILIS UTARA II/78 RT 005 RW 004 TENGGILIS MEJOYO SURABAYA;691636530;69163653;0;1;006;;;;
FM;03;0;0021842870786;06;2018;29/06/2018;032015174613000;PT PELINDO MARINE SERVICE;PRAPAT KURUNG UTARA NO 58 RT 002 RW 003, SURABAYA;360000000;36000000;0;1;006;;;;
FM;03;0;0031849307632;06;2018;07/06/2018;022072854613000;PT PELINDO DAYA SEJAHTERA;PERAK TIMUR NO 610 PERAK UTARA SURABAYA;1192839921;119283992;0;1;006;;;;
FM;03;1;0021813704315;06;2018;22/06/2018;018469387056000;PT KASANA TEKNINDO GEMILANG;JL LINGKAR LUAR BARAT NO.9 RT.005 / 01 KELURAHAN RAWA BUAYA, JAKARTA BARAT;255733334;25573333;0;1;006;;;;
FM;03;1;0031840035814;06;2018;08/06/2018;024545519631000;PT ITS KEMITRAAN;GRAHA SEPULUH NOPEMBER LT 2 KEPUTIH SURABAYA;215868182;21586818;0;1;006;;;;
FM;03;0;0031889582006;06;2018;06/06/2018;842665820613000;PT DITA MITRASUKSES MANDIRI;KEBALEN WETAN 10 NO 22 RT 010 RW 007 KREMBANGAN UTARA KOTA SURABAYA;174754125;17475412;0;1;006;;;;
FM;03;0;0031886763006;06;2018;07/06/2018;762591535504000;PT BERKAH MULTI CARGO;JL PRAPAT KURUNG UTARA NO 58 RT 003 RW 010 SURABAYA;207812000;20781200;0;1;006;;;;
FM;03;0;0031806438245;06;2018;04/06/2018;710473794613000;PT BINTANG ALAM SENTOSA;JL PERAK TIMUR NO 112 RT 001 RW 005 KOTA SURABAYA;15600000;1560000;0;1;006;;;;
FM;03;0;0031869290110;06;2018;07/06/2018;744936618613000;PT BERKAH INDUSTRI MESIN ANGKAT;JL PERAK BARAT NO 379 RT 002 RW 003 PERAK UTARA SURABAYA;38470797;3847080;0;1;006;;;;
FM;03;0;0031869290108;06;2018;07/06/2018;744936618613000;PT BERKAH INDUSTRI MESIN ANGKAT;JL PERAK BARAT NO 379 RT 002 RW 003 PERAK UTARA SURABAYA;302217149;30221715;0;1;006;;;;
FM;03;1;0021894691601;06;2018;25/06/2018;318111366613000;PT APERINDO PRIMA MANDIRI;PERAK TIMUR 426 RT 002 RW 003 SURABAYA;19590000;1959000;0;0;006;;;;
FM;03;0;0021863005464;06;2018;26/06/2018;711741124603000;CV KINDANA MULTI GEMILANG;PESONA SENTOSA RESIDENCE BLOK C NO 58 RT 023 RW 006 (UP.PAK MASBUKHIN , GRINTING, SIDOARJO;14300000;1430000;0;1;006;;;;
FM;03;0;0021853376761;06;2018;06/06/2018;022075642615000;CV WASKITA TUNGGAL;PANDUGO TIMUR XIV BLOK P.II.Q NO 03 RT 003 RW 009 PENJARINGAN SARI SURABAYA;150688863;15068886;0;0;006;;;;
FM;03;1;0021894003432;06;2018;06/06/2018;020918918605000;CV MITRA USAHA;JL BABADAN RUKUN III/1 DUPAK SURABAYA;12000000;1200000;0;0;006;;;;
FM;01;0;0031869290095;06;2018;05/06/2018;744936618613000;BERKAH INDUSTRI MESIN ANGKAT, PT;JL.PERAK BARAT NO 379 RT 002 RW 003, PERAK UTARA, SURABAYA;1619150;161915;0;1;006;;;;
FM;01;0;0031869290079;06;2018;31/05/2018;744936618613000;BERKAH INDUSTRI MESIN ANGKAT, PT;JL.PERAK BARAT NO 379 RT 002 RW 003, PERAK UTARA, SURABAYA;3960000;396000;0;1;006;;;;
FM;03;0;0031882243863;06;2018;04/06/2018;013299292092000;APLIKANUSA LINTASARTA, PT;JL MH THAMRIN KAV 3 MENARA THAMRIN LT 12, JAKARTA PUSAT;26600000;2660000;0;1;006;;;;
FM;03;0;0021880905287;06;2018;07/06/2018;010031789042000;PT PERUSAHAAN PELAYARAN NUSANTARA PANURJWAN;JL YOS SUDARSO MEGAH NO 1 BLK B-15, KEBON BAWABG, JAKARTA UTARA;106738188;10673818;0;1;006;;;;
FM;01;0;0021830324186;06;2018;08/06/2018;015804594713000;KOP KPRI PELABUHAN PANGLIMA UTAR;Jalan Bendahara No. 248 Kab. Kotawaringin Barat;2232000;223200;0;0;006;;;;
FM;01;0;0021830324184;06;2018;08/06/2018;015804594713000;KOP KPRI PELABUHAN PANGLIMA UTAR;Jalan Bendahara No. 248 Kab. Kotawaringin Barat;1845000;184500;0;0;006;;;;
FM;03;0;0031869290132;06;2018;29/06/2018;744936618613000;PT BERKAH INDUSTRI MESIN ANGKAT;JL. PERAK BARAT NO.379 RT 02 RW 03, PERAK UTARA, SURABAYA;37176970;3717697;0;1;006;;;;
FM;03;1;0041816844558;06;2018;06/06/2018;713720407613000;PT PELINDO ENERGI LOGISTIK;JL. PRAPAT KURUNG UTARA NO.58 RT 02 RW 03, SURABAYA;6000000;600000;0;1;006;;;;
FM;03;0;0041816844557;06;2018;06/06/2018;713720407613000;PT PELINDO ENERGI LOGISTIK;JL. PRAPAT KURUNG UTARA NO.58 RT 02 RW 03, SURABAYA;50820000;5082000;0;1;006;;;;
FM;01;0;0031800460796;06;2018;04/06/2018;017664129712000;CV INDOKARYA PUTRA PERSADA;JL ISKANDAR KOTAWARINGIN TIMUR;1288000;128800;0;1;006;;;;
FM;03;1;0031808932970;06;2018;03/05/2018;010016640051000;PT PERTAMINA (PERSERO);JL. MEDAN MERDEKA TIMUR NO. 1A JAKARTA;85863207;8586321;0;1;006;;;;
FM;01;0;0021845700970;06;2018;08/06/2018;816651905518000;CV PETRA TEKNIK SEJAHTERA;JL.TAMBAKAN RT 001 RW 007 , KOTA SEMARANG;8650000;865000;0;1;006;;;;
FM;01;0;0031805403232;06;2018;24/05/2018;013104831092000;PT TRAKTOR NUSANTARA;JL. PULOGADUNG NO. 32 KIP, CAKUNG , JAKARTA TIMUR;8211000;821100;0;1;006;;;;
FM;01;1;0021822510708;06;2018;24/06/2018;017039611503000;CV. ARIFA PERSADA;JL.PERUM BPI BLOK N.14, NGALIYAN , KOTA SEMARANG;1600000;160000;0;1;006;;;;
FM;01;1;0021822510709;06;2018;24/06/2018;017039611503000;CV. ARIFA PERSADA;JL.PERUM BPI BLOK N.14, NGALIYAN , KOTA SEMARANG;3350000;335000;0;1;006;;;;
FM;03;0;0021817190501;06;2018;28/06/2018;210237988503000;CV MAULIDVA;JL KORO RAYA NO 31 PONDOK BERINGIN RT 1 RW 010 TAMBAKAJI;34500000;3450000;0;1;006;;;;
FM;03;0;0021822510719;06;2018;24/06/2018;017039611503000;CV ARIFA PERSADA;JL PERUM BPI BLOK N.14 NGALIYAN KOTA SEMARANG;11500000;1150000;0;1;006;;;;
FM;03;0;0031864807698;06;2018;12/06/2018;018310698511000;KOP TKBM PELABUHAN TANJUNG EMAS SEMARANG;JL BORNEO NO 3 TANJUNGMAS SEMARANG;145776854;14577685;0;1;006;;;;
FM;03;0;0021822510714;06;2018;24/06/2018;017039611503000;CV ARIFA PERSADA;JL PERUM BPI BLOK N.14 NGALIYAN KOTA SEMARANG;14664500;1466450;0;1;006;;;;
FM;03;0;0021830094965;06;2018;08/06/2018;032094062503000;MITRA JAYA COMPUTER, CV;JL PENGILON I NO 4 RT 001 RW 002 BRINGIN, KOTA SEMARANG;30125000;3012500;0;1;006;;;;
FM;03;0;0031869290130;06;2018;28/06/2018;744936618613000;BERKAH INDUSTRI MESIN ANGKAT, PT;JL.PERAK BARAT NO 379 RT 002 RW 003, PERAK UTARA, SURABAYA;226762000;22676200;0;1;006;;;;
FM;03;0;0031869290129;06;2018;26/06/2018;744936618613000;BERKAH INDUSTRI MESIN ANGKAT, PT;JL.PERAK BARAT NO 379 RT 002 RW 003, PERAK UTARA, SURABAYA;29925000;2992500;0;1;006;;;;
FM;03;0;0031864807692;06;2018;08/06/2018;018310698511000;KOP TKBM;JL.BORNEO NO 3, TANJUNGMAS, SEMARANG;36736000;3673600;0;1;006;;;;
FM;01;0;0021870261117;05;2018;07/03/2018;027736248517000;PT HARTA VERA LLOYD;JL BUKIT RAYA NO 59 NGESREP SEMARANG;1216134;121613;0;1;006;;;;
FM;07;0;0021842870736;05;2018;07/05/2018;032015174613000;PT PELINDO MARINE SERVICE;PRAPAT KURUNG UTARA 58 RT 002 RW 003 SURABAYA;3067706420;306770642;0;0;006;;;;
FM;03;0;0021804994285;05;2018;14/05/2018;010016111093000;PT HUTAMA KARYA (PERSERO);JL LETJEN MT HARYONO KAV 8 RT 012 RW 011 JAKARTA TIMUR;54180000000;5418000000;0;1;006;;;;
FM;03;0;0021840948858;05;2018;22/05/2018;022303721612000;PT SWADAYA CIPTA;JL DR WAHIDIN SH NO 162 RT 03 RW 06 GRESIK;1982000000;198200000;0;1;006;;;;
FM;03;0;0021818171079;05;2018;30/05/2018;024848442415000;PT DWI AGUNG SENTOSA PRATAMA;JL SENJOYO II/37-C5 BUGANGAN SEMARANG;1044200000;104420000;0;1;006;;;;
FM;03;0;0021853738981;05;2018;18/05/2018;011489663504000;KOP PRIMKOPPEL;JL COASTER NO 10 SEMARANG;2953000;295300;0;0;006;;;;
FM;03;0;0021827703393;05;2018;28/05/2018;020366449511000;PT BERKAH EMAS SUMBER TERANG;JL COASTER NO 9 SEMARANG;25305000;2530500;0;1;006;;;;
FM;03;0;0031864807673;05;2018;31/05/2018;018310698511000;KOP TENAGA KERJA BONGKAR MUAT PELABUHAN TANJUNG EMAS SEMARANG;JL BORNEO NO 3 TANJUNGMAS SEMARANG;9250872;925087;0;1;006;;;;
FM;03;0;0021827703392;05;2018;28/05/2018;020366449511000;PT BERKAH EMAS SUMBER TERANG;JL COASTER NO 9 SEMARANG;25480000;2548000;0;1;006;;;;
FM;03;0;0021859038281;05;2018;28/05/2018;711503508508000;CV DINAR MITRAGUNA;JL PISANG RT 005 RW 003 LAMPER TENGAH KOTA SEMARANG;5013400;501340;0;0;006;;;;
FM;03;0;0031864807623;05;2018;15/05/2018;018310698511000;KOP TENAGA KERJA BONGKAR MUAT PELABUHAN TANJUNG EMAS SEMARANG;JL BORNEO NO 3 TANJUNGMAS SEMARANG;29683410;2968341;0;1;006;;;;
FM;03;0;0021813068793;05;2018;18/05/2018;024050767511000;PT SAMUDERA PERDANA SELARAS;SEMARANG INDAH BLOK D XI NO 2A TAWANG MAS SEMARANG;21900000;2190000;0;1;006;;;;
FM;03;0;0031860416608;05;2018;30/04/2018;011329059092000;PT AKR CORPORINDO TBK;JL PANJANG NO 5 KEBUN JERUK DKI JAKARTA JAKARTA BARAT;23340000;2334000;0;1;006;;;;
FM;03;0;0031849307573;05;2018;11/05/2018;022072854613000;PT PELINDO DAYA SEJAHTERA;PERAK TIMUR 610 SURABAYA;18882000;1888200;0;1;006;;;;
FM;03;0;0021865966913;05;2018;11/05/2018;810301911922000;CV LEA ABADI;JL ROTTERDAM RT 014/005, ALAK;20000000;2000000;0;1;006;;;;
FM;03;0;0021863521119;05;2018;28/05/2018;014707780922000;KOP KARYAWAN BANDAR USAHA;JL YOS SUDARSO NO. 23, ALAK;35728000;3572800;0;1;006;;;;
FM;03;0;0021840411305;05;2018;02/05/2018;012044962913000;PT BUNGA RAYA LESTARI;JL KAMBOJA NO. 26, BUGIS;2370555593;237055559;0;1;006;;;;
FM;03;0;0031849307558;05;2018;07/05/2018;022072854613000;PT PELINDO DAYA SEJAHTERA;PERAK TIMUR NO.610, PERAK UTARA;50899000;5089900;0;1;006;;;;
FM;03;0;0031808269327;05;2018;27/03/2018;744936618613000;PT BERKAH INDUSTRI MESIN ANGKAT;JL PERAK BARAT NO. 379, SURABAYA 60165;121020834;12102083;0;1;006;;;;
FM;03;0;0031808269326;05;2018;27/03/2018;744936618613000;PT BERKAH INDUSTRI MESIN ANGKAT;JL PERAK BARAT NO. 379, SURABAYA 60165;121020834;12102083;0;1;006;;;;
FM;03;0;0031808269425;05;2018;30/04/2018;744936618613000;PT BERKAH INDUSTRI MESIN ANGKAT;JLN. PERAK BARAT NO 379 RT 002 RW 003 PERAK UTARA SURABAYA;30985000;3098500;0;1;006;;;;
FM;03;0;0031811447454;05;2018;18/05/2018;713720407613000;PT PELINDO ENERGI LOGISTIK;JL. PRAPAT KURUNG UTARA NO.58 RT 002 RW 003 SURABAYA;1500000;150000;0;1;006;;;;
FM;03;0;0031811447453;05;2018;18/05/2018;713720407613000;PT PELINDO ENERGI LOGISTIK;JL. PRAPAT KURUNG UTARA NO.58 RT 002 RW 003 SURABAYA;12320000;1232000;0;1;006;;;;
FM;03;0;0021871323643;05;2018;21/05/2018;020796090906000;CV CAHAYA KARYA PERMAI;BR. CANGGU PERMAI GG. CENDRAWASIH VII NO.9, CANGGU, BADUNG;59100000;5910000;0;1;006;;;;
FM;01;0;0031870833919;05;2018;09/05/2018;024593600713000;PT FERRUM PAJAWAN TINGANG;CPO Tanjung Kalap RT/RW 18 Kotawaringin Barat;6267600;626760;0;1;006;;;;
FM;01;0;0021830324176;05;2018;23/05/2018;015804594713000;KOP KPRI PELABUHAN PANGLIMA UTAR KUMAI;Jalan Bendahara No. 248 Kab. Kotawaringin Barat;2000000;200000;0;1;006;;;;
FM;03;0;0031869290073;05;2018;31/05/2018;744936618613000;PT BERKAH INDUSTRI MESIN ANGKAT;JL. Perak Barat No. 379 RT 002 RW 003, Perak Utara, Surabaya;80246667;8024667;0;1;006;;;;
FM;03;0;0031847421651;05;2018;18/05/2018;317755437713000;PT DIESELINDO PERMATA NIAGA;JL. Pasanah 48 RT 023 RW 000, Kotawaringin Barat;44430000;4443000;0;1;006;;;;
FM;03;1;0021879527868;05;2018;02/05/2018;026091173618000;PT CITRA MANDIRI MITRA SEJATI;TAMAN PONDOK INDAH BLOK B-02 WIYUNG SURABAYA;5909091;590909;0;0;006;;;;
FM;03;0;0021833860283;05;2018;23/05/2018;315853598029000;PT GRAHA LESTARI AGUNG MAKMUR;KOMP DUTA MERLIN BLOK D NO 1-2 JL GAJAH MADA 3-5 PETOJO UTARA JAKARTA PUSAT;37500000;3750000;0;0;006;;;;
FM;03;0;0031846055640;05;2018;15/05/2018;013072616054000;PT ASTRA GRAPHIA TBK;JL. KRAMAT RAYA NO 43 KRAMAT JAKARTA PUSAT;66446000;6644600;0;1;006;;;;
FM;03;0;0021837551775;05;2018;08/05/2018;728485095011000;MUNIR WISNU HERU & REKAN;GEDUNG LINA LT 3 RUANG 307 JL HR RASUNAN SAID KAV B7 JAKARTA SELATAN;45000000;4500000;0;1;006;;;;
FM;03;0;0031815181520;05;2018;02/05/2018;017928623615000;PT TIDEX TITAN PERSADA;JL WONOREJO PERMAI SELATAN IV/CC-278 RT 01 RW 06 WONOREJO SURABAYA;169000000;16900000;0;1;006;;;;
FM;03;0;0021885299517;05;2018;13/05/2018;801746017643000;CV FICOM ABADI SEJAHTERA;GRIYA KARYA SEDATI PERMAI BLOK AB NO 05, SEDATIGEDE, KAB. SIDOARJO;2954545;295455;0;0;006;;;;
FM;03;0;0021827820174;05;2018;18/05/2018;011085016631000;KOP KOPERASI PEGAWAI PT PELABUHAN INDONESIA III SURABAYA;JL PERAK TIMUR NO 426 RT 02 RW 03 PERAK UTARA SURABAYA;123640000;12364000;0;0;006;;;;
FM;03;0;0031846056452;05;2018;16/05/2018;013072616054000;PT ASTRA GRAPHIA TBK;JL. KRAMAT RAYA NO 43 KRAMAT JAKARTA PUSAT;55188000;5518800;0;1;006;;;;
FM;03;1;0031848024172;05;2018;03/05/2018;015830011062000;PT MITRA INFOSARANA;JL. WARUNG JATI BARAT NO 41 B RT 008 RW 05 KALIBATA JAKARTA SELATAN;88500000;8850000;0;1;006;;;;
FM;01;0;0021819563532;04;2018;11/04/2018;024586323009000;PT HARBARINDO BAHARITAMA;GEDUNG NARIBA DUA JL. TB SIMATUPANG NO.49 RT 007 RW 011, GEDONG, JAKARTA TIMUR;687500;68750;0;1;006;;;;
FM;01;0;0021827738924;04;2018;12/03/2018;023642002413000;PT JATSINDO;GEDUNG GRAHA SUCOFINDO, JL.ARTERI TOL CIBITUNG NO 01 RT 009 RW 013, SUKADANAU BEKASI;3300000;330000;0;1;006;;;;
FM;03;0;0031811447389;04;2018;19/04/2018;713720407613000;PT PELINDO ENERGI LOGISTIK;JL. PRAPAT KURUNG UTARA NO 58 RT 002 RW 003, SURABAYA;695538423;69553842;0;1;006;;;;
FM;03;0;0011882897089;04;2018;11/04/2018;020535274046000;PT PRIMUS INDONESIA;PLAZA PASIFIK A2/33 JL. RAYA BOULEVARD BARAT, KELAPA GADING BARAT, JAKARTA UTARA;155346557;15534656;0;1;006;;;;
FM;03;0;0021819563535;04;2018;11/04/2018;024586323009000;PT HARBARINDO BAHARITAMA;GEDUNG NARIBA DUA JL. TB SIMATUPANG NO.49 RT 007 RW 011, GEDONG, JAKARTA TIMUR;18200000;1820000;0;1;006;;;;
FM;03;0;0031808269369;04;2018;06/04/2018;744936618613000;PT BERKAH INDUSTRI MESIN ANGKAT;JL. PERAK BARAT NO 379 RT 002 RW 003, PERAK UTARA, SURABAYA;24656000;2465600;0;1;006;;;;
FM;03;0;0031808269385;04;2018;06/04/2018;744936618613000;PT BERKAH INDUSTRI MESIN ANGKAT;JL. PERAK BARAT NO 379 RT 002 RW 003, PERAK UTARA, SURABAYA;17250000;1725000;0;1;006;;;;
FM;03;0;0031808269383;04;2018;06/04/2018;744936618613000;PT BERKAH INDUSTRI MESIN ANGKAT;JL. PERAK BARAT NO 379 RT 002 RW 003, PERAK UTARA, SURABAYA;204778200;20477820;0;1;006;;;;
FM;03;0;0031808269387;04;2018;06/04/2018;744936618613000;PT BERKAH INDUSTRI MESIN ANGKAT;JL. PERAK BARAT NO 379 RT 002 RW 003, PERAK UTARA, SURABAYA;14344700;1434470;0;1;006;;;;
FM;03;0;0031808269382;04;2018;06/04/2018;744936618613000;PT BERKAH INDUSTRI MESIN ANGKAT;JL. PERAK BARAT NO 379 RT 002 RW 003, PERAK UTARA, SURABAYA;60824550;6082455;0;1;006;;;;
